input1,input2,input3,input4,output1
6,2.573064469524642,0.5470052281285731,0.6610206825152963,0.8301643799251908
11,1.0427363199941395,6.630707049764991,0.4018154619764962,16.447624764428124
18,3.355731056560629,8.064924780118115,0.4254227240874657,18.956710832454043
5,18.35958707445865,0.751128522774509,0.2246666729016805,7.550614404180438
13,6.355601141999547,8.584901378633212,0.5653212653345386,15.185706204297611
9,6.633914213386403,8.904767256379335,0.1636947002695272,44.840105059545145
0,16.38851954509234,0.8086367020217011,0.9270965638647338,16.38851954509234
18,2.4633819209947383,7.758762955923492,0.2612743633464722,29.578953057814783
15,17.533272871648244,0.0259798757244356,0.4037287151964643,0.0718302292689862
6,16.168571936748283,8.164812292297128,0.3206724194204252,24.54820159027599
1,17.044001995048536,5.987161631704117,0.4200638694532452,15.871594197743732
14,13.508525741901328,4.93544871363447,0.1165350208284942,37.2619279353571
2,16.749436696933135,3.9191961594220297,0.4955913831731603,10.15759903638028
1,2.833094227906326,7.626227182549679,0.9950726697524194,7.640186773433087
5,11.331449739666546,1.0857746202410157,0.6735828973250095,1.6479562316128755
18,11.147385569237455,8.270316051956584,0.0492316090874207,104.77534189946948
7,16.799269680624263,3.64125052476991,0.4645385485255767,7.951520685860995
9,4.676587090243041,4.321159251471539,0.7105038216443361,6.081804010656355
16,14.47726670258245,2.0043446673252854,0.4643660121455281,4.316770022570335
7,12.773682739693974,8.873895020121193,0.912338702900769,9.726535882445772
10,3.3423789214723887,7.67039247083133,0.4990764504204688,15.357209660021756
9,12.664377814831983,5.512510408662732,0.2547841294718533,21.000072823934328
2,3.524584260206247,1.7367988142588808,0.8855943388866225,1.9816304992643765
0,8.581155736378307,2.9511599874708407,0.7970537477068007,8.581155736378307
11,14.333864491279398,0.1226872477364271,0.5697577580088896,0.2166524784825978
17,18.655493454903297,7.311754442363646,0.3061524010004374,23.872262211183756
10,12.78684322953689,1.0666729880702608,0.1396506228287641,8.782204559044754
15,15.386620910520712,4.321844395616038,0.7114174929789618,6.074976355489842
15,8.109851152513173,1.729955345161488,0.9176360225556656,1.8852304210371664
3,17.28324250400808,2.2713769001111506,0.6357391305301721,4.23546954551273
19,15.643872979029094,2.5590401517224173,0.2151971019405851,11.92917230218271
20,15.883366533248186,7.570972500452571,0.1922242108696721,39.05735147291155
1,14.381924067248915,8.722429058606698,0.2580883773348145,19.392545680386824
5,7.38823812350379,7.559594206220668,0.9179720639101282,8.235099537760883
19,8.666458086758585,0.8504658219453498,0.0058298391287469,23.093628771285413
9,3.8164740836638056,9.237473266189369,0.2396726567513752,35.593176068969505
13,14.0208918217298,5.9448729800347575,0.4287780004994515,13.864795176686336
5,5.971915155862941,0.2921646261163224,0.7390301177234866,0.4020854594575913
11,2.3014997526691627,8.778889279810084,0.8509201689225145,10.316936411805797
15,19.325242523738535,5.891129184855732,0.1956865972858473,29.69378330314835
0,14.11781788765053,4.131161292801085,0.909236668515772,14.11781788765053
6,10.735598004302274,8.561318855577,0.2433544173920033,30.59330867974881
18,19.70170068697729,2.2224577891304573,0.1423802539772386,15.86711179592228
14,8.086102065978837,8.513643729614142,0.8793724111558388,9.681499694109911
11,3.0077117678374954,1.0983774383862854,0.4697405212595065,2.3388880510061467
6,12.90582292079277,2.635702024918012,0.2032714735655939,12.950915966055785
6,15.693058950251087,2.6822875232552477,0.9161543286734526,2.927772649919874
3,3.4755120428405273,0.5076930549642378,0.1115444282451404,3.796900123513022
15,9.98087319259936,1.0038238286132273,0.8744797839760722,1.1479097024396483
12,2.909370871085428,0.1121858033544154,0.8336691740714972,0.1345687328749432
2,3.854723282050198,9.276936309600428,0.1176841790651433,20.462953621988476
11,0.4475736457705648,1.9178926324701029,0.972125760410794,1.972885310291184
0,6.575557229592142,1.7755894657114335,0.9342496255353954,6.575557229592142
0,2.6522047586584474,5.755122919776463,0.8039132991370835,2.6522047586584474
16,8.769481868872093,5.295057156525295,0.3229416118529881,16.38145796221597
18,11.3350053888281,0.6086225356331576,0.3116324687783195,1.9643134433927003
17,5.618886727224397,0.4606466416838184,0.4765690847132697,0.966666750952554
16,12.798582009601851,1.9068401562644155,0.2815329321072491,6.8034367056447875
15,1.1415408937204363,3.426226031662053,0.7688732224060125,4.456165114203422
18,12.687415984731174,8.222369388841647,0.3750758819500343,21.919931231163368
5,4.536452986841068,2.505345596231762,0.4746524906255911,5.248588694909987
13,17.491831095320713,6.7094091029244165,0.5070599491215023,13.232416171546642
18,13.969297330200774,2.3614632996254716,0.2529788806099936,9.35894889267056
2,13.811439078424543,4.830356102036026,0.6546728993044051,8.145434218759451
19,10.790074342085935,7.906263963002962,0.7863914593059342,10.053852784694666
15,10.988625174429894,4.531247799513808,0.8242448333368866,5.497453688839972
9,15.76160953067099,6.165224511663804,0.4338897448835734,14.218466980299464
14,8.595034528171963,3.2802977132406994,0.4014092778166347,8.172273710286973
4,5.8052931229309035,7.924052132981049,0.5528864883066098,13.991381030331263
7,12.59765799828804,5.576684708466698,0.4907048587508458,11.375599924772056
